id,State,Year,National Rank,Female Senate Democrats,Female Senate Republicans,Female Senate Independents,Female Senate Other,Female Senate Total,Total Senate Members,Female House Democrats,Female House Republicans,Female House Independents,Female House Other,Female House Total,Total House Members,Total Females in Legislature,Total Legislature Members,Percentage of Females in Legislature
1263,Illinois,1994.0,20.0,6.0,6.0,0.0,0.0,12.0,59.0,15.0,14.0,0.0,0.0,29.0,118.0,41.0,177.0,23.2
1264,Indiana,1994.0,29.0,7.0,6.0,0.0,0.0,13.0,50.0,7.0,9.0,0.0,0.0,16.0,100.0,29.0,150.0,19.3
1265,Iowa,1994.0,38.0,4.0,3.0,0.0,0.0,7.0,50.0,8.0,8.0,0.0,0.0,16.0,100.0,23.0,150.0,15.3
1266,Kansas,1994.0,8.0,3.0,11.0,0.0,0.0,14.0,40.0,19.0,14.0,0.0,0.0,33.0,125.0,47.0,165.0,28.5
1267,Kentucky,1994.0,49.0,1.0,0.0,0.0,0.0,1.0,38.0,5.0,2.0,0.0,0.0,7.0,100.0,8.0,138.0,5.8
1268,Louisiana,1994.0,47.0,1.0,0.0,0.0,0.0,1.0,39.0,10.0,2.0,0.0,0.0,12.0,105.0,13.0,144.0,9.0
1269,Maine,1994.0,6.0,7.0,4.0,0.0,0.0,11.0,35.0,37.0,11.0,0.0,0.0,48.0,151.0,59.0,186.0,31.7
1270,Maryland,1994.0,16.0,10.0,0.0,0.0,0.0,10.0,47.0,31.0,5.0,0.0,0.0,36.0,141.0,46.0,188.0,24.5
1271,Massachusetts,1994.0,21.0,7.0,2.0,0.0,0.0,9.0,40.0,25.0,11.0,0.0,0.0,36.0,160.0,45.0,200.0,22.5
1272,Michigan,1994.0,25.0,2.0,1.0,0.0,0.0,3.0,38.0,16.0,12.0,0.0,0.0,28.0,110.0,31.0,148.0,20.9
1273,Minnesota,1994.0,10.0,12.0,8.0,0.0,0.0,20.0,67.0,24.0,10.0,0.0,0.0,34.0,134.0,54.0,201.0,26.9
1274,Mississippi,1994.0,43.0,3.0,1.0,0.0,0.0,4.0,52.0,14.0,2.0,0.0,0.0,16.0,122.0,20.0,174.0,11.5
1275,Missouri,1994.0,26.0,1.0,1.0,0.0,0.0,2.0,34.0,24.0,14.0,0.0,0.0,38.0,163.0,40.0,197.0,20.3
1276,Montana,1994.0,24.0,8.0,2.0,0.0,0.0,10.0,50.0,14.0,8.0,0.0,0.0,22.0,100.0,32.0,150.0,21.3
1277,Nebraska*,1994.0,22.0,0.0,0.0,0.0,0.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,22.4
1278,Nevada,1994.0,13.0,3.0,2.0,0.0,0.0,5.0,21.0,8.0,3.0,0.0,0.0,11.0,42.0,16.0,63.0,25.4
1279,New Hampshire,1994.0,5.0,6.0,3.0,0.0,0.0,9.0,24.0,58.0,74.0,0.0,0.0,132.0,400.0,141.0,424.0,33.3
1280,New Jersey,1994.0,42.0,1.0,0.0,0.0,0.0,1.0,40.0,4.0,9.0,0.0,0.0,13.0,80.0,14.0,120.0,11.7
1281,New Mexico,1994.0,28.0,6.0,2.0,0.0,0.0,8.0,42.0,9.0,5.0,0.0,0.0,14.0,70.0,22.0,112.0,19.6
1282,New York,1994.0,30.0,7.0,1.0,0.0,0.0,8.0,61.0,22.0,8.0,1.0,0.0,31.0,150.0,39.0,211.0,18.5
1283,North Carolina,1994.0,32.0,6.0,1.0,0.0,0.0,7.0,50.0,15.0,8.0,0.0,0.0,23.0,120.0,30.0,170.0,17.6
1284,North Dakota,1994.0,37.0,5.0,3.0,0.0,0.0,8.0,49.0,8.0,7.0,0.0,0.0,15.0,98.0,23.0,147.0,15.6
1285,Ohio,1994.0,18.0,2.0,5.0,0.0,0.0,7.0,33.0,15.0,10.0,0.0,0.0,25.0,99.0,32.0,132.0,24.2
1286,Oklahoma,1994.0,48.0,5.0,1.0,0.0,0.0,6.0,48.0,4.0,3.0,0.0,0.0,7.0,101.0,13.0,149.0,8.7
1287,Oregon,1994.0,12.0,6.0,1.0,0.0,0.0,7.0,30.0,10.0,6.0,0.0,0.0,16.0,60.0,23.0,90.0,25.6
1288,Pennsylvania,1994.0,46.0,3.0,1.0,0.0,0.0,4.0,50.0,14.0,10.0,0.0,0.0,24.0,203.0,28.0,253.0,11.1
1289,Rhode Island,1994.0,15.0,9.0,2.0,0.0,0.0,11.0,50.0,18.0,8.0,0.0,0.0,26.0,100.0,37.0,150.0,24.7
1290,South Carolina,1994.0,40.0,2.0,1.0,0.0,0.0,3.0,46.0,10.0,9.0,0.0,0.0,19.0,124.0,22.0,170.0,12.9
1291,South Dakota,1994.0,27.0,6.0,1.0,0.0,0.0,7.0,35.0,3.0,11.0,0.0,0.0,14.0,70.0,21.0,105.0,20.0
1292,Tennessee,1994.0,41.0,2.0,1.0,0.0,0.0,3.0,33.0,8.0,5.0,0.0,0.0,13.0,99.0,16.0,132.0,12.1
1293,Texas,1994.0,35.0,2.0,2.0,0.0,0.0,4.0,31.0,19.0,8.0,0.0,0.0,27.0,150.0,31.0,181.0,17.1
1294,Utah,1994.0,39.0,1.0,1.0,0.0,0.0,2.0,29.0,4.0,9.0,0.0,0.0,13.0,75.0,15.0,104.0,14.4
1295,Vermont,1994.0,3.0,7.0,4.0,0.0,0.0,11.0,30.0,33.0,16.0,0.0,0.0,49.0,150.0,60.0,180.0,33.3
1296,Virginia,1994.0,44.0,3.0,1.0,0.0,0.0,4.0,40.0,9.0,3.0,0.0,0.0,12.0,100.0,16.0,140.0,11.4
1297,Washington,1994.0,1.0,14.0,4.0,0.0,0.0,18.0,49.0,28.0,13.0,0.0,0.0,41.0,98.0,59.0,147.0,40.1
1298,West Virginia,1994.0,34.0,4.0,1.0,0.0,0.0,5.0,34.0,15.0,3.0,0.0,0.0,18.0,100.0,23.0,134.0,17.2
1299,Wisconsin,1994.0,9.0,2.0,7.0,0.0,0.0,9.0,33.0,16.0,11.0,0.0,0.0,27.0,99.0,36.0,132.0,27.3
1300,Wyoming,1994.0,17.0,1.0,4.0,0.0,0.0,5.0,30.0,6.0,11.0,0.0,0.0,17.0,60.0,22.0,90.0,24.4
1301,Alabama,1993.0,49.0,1.0,1.0,0.0,0.0,2.0,35.0,6.0,0.0,0.0,0.0,6.0,105.0,8.0,140.0,5.7
1302,Alaska,1993.0,21.0,3.0,0.0,1.0,0.0,4.0,20.0,5.0,4.0,0.0,0.0,9.0,40.0,13.0,60.0,21.7
1303,Arizona,1993.0,2.0,3.0,6.0,0.0,0.0,9.0,30.0,9.0,12.0,0.0,0.0,21.0,60.0,30.0,90.0,33.3
1304,Arkansas,1993.0,45.0,1.0,0.0,0.0,0.0,1.0,35.0,11.0,2.0,0.0,0.0,13.0,100.0,14.0,135.0,10.4
1305,California,1993.0,20.0,2.0,2.0,1.0,0.0,5.0,40.0,18.0,4.0,0.0,0.0,22.0,80.0,27.0,120.0,22.5
1306,Colorado,1993.0,3.0,3.0,5.0,0.0,0.0,8.0,35.0,16.0,11.0,0.0,0.0,27.0,65.0,35.0,100.0,35.0
1307,Connecticut,1993.0,13.0,4.0,4.0,0.0,0.0,8.0,36.0,27.0,12.0,0.0,0.0,39.0,151.0,47.0,187.0,25.1
1308,Deleware,1993.0,38.0,2.0,1.0,0.0,0.0,3.0,21.0,2.0,4.0,0.0,0.0,6.0,41.0,9.0,62.0,14.5
1309,Florida,1993.0,31.0,4.0,2.0,0.0,0.0,6.0,40.0,16.0,6.0,0.0,0.0,22.0,120.0,28.0,160.0,17.5
1310,Georgia,1993.0,32.0,4.0,2.0,0.0,0.0,6.0,56.0,23.0,12.0,0.0,0.0,35.0,180.0,41.0,236.0,17.4
1311,Hawaii,1993.0,17.0,5.0,1.0,0.0,0.0,6.0,25.0,10.0,2.0,0.0,0.0,12.0,51.0,18.0,76.0,23.7
1312,Idaho,1993.0,7.0,6.0,3.0,0.0,0.0,9.0,35.0,6.0,17.0,0.0,0.0,23.0,70.0,32.0,105.0,30.5
1313,Illinois,1993.0,18.0,5.0,6.0,0.0,0.0,11.0,59.0,15.0,15.0,0.0,0.0,30.0,118.0,41.0,177.0,23.2
1314,Indiana,1993.0,28.0,7.0,6.0,0.0,0.0,13.0,50.0,7.0,9.0,0.0,0.0,16.0,100.0,29.0,150.0,19.3
1315,Iowa,1993.0,37.0,4.0,2.0,0.0,0.0,6.0,50.0,8.0,8.0,0.0,0.0,16.0,100.0,22.0,150.0,14.7
1316,Kansas,1993.0,8.0,3.0,11.0,0.0,0.0,14.0,40.0,19.0,15.0,0.0,0.0,34.0,125.0,48.0,165.0,29.1
1317,Kentucky,1993.0,50.0,1.0,0.0,0.0,0.0,1.0,38.0,4.0,2.0,0.0,0.0,6.0,100.0,7.0,138.0,5.1
1318,Louisiana,1993.0,48.0,1.0,0.0,0.0,0.0,1.0,39.0,8.0,2.0,0.0,0.0,10.0,105.0,11.0,144.0,7.6
1319,Maine,1993.0,6.0,7.0,4.0,0.0,0.0,11.0,35.0,36.0,12.0,0.0,0.0,48.0,151.0,59.0,186.0,31.7
1320,Maryland,1993.0,15.0,10.0,0.0,0.0,0.0,10.0,47.0,31.0,5.0,0.0,0.0,36.0,141.0,46.0,188.0,24.5
1321,Massachusetts,1993.0,19.0,7.0,2.0,0.0,0.0,9.0,40.0,25.0,12.0,0.0,0.0,37.0,160.0,46.0,200.0,23.0
1322,Michigan,1993.0,24.0,2.0,1.0,0.0,0.0,3.0,38.0,15.0,12.0,0.0,0.0,27.0,110.0,30.0,148.0,20.3
1323,Minnesota,1993.0,10.0,12.0,8.0,0.0,0.0,20.0,67.0,25.0,10.0,0.0,0.0,35.0,134.0,55.0,201.0,27.4
1324,Mississippi,1993.0,44.0,3.0,1.0,0.0,0.0,4.0,52.0,13.0,2.0,0.0,0.0,15.0,122.0,19.0,174.0,10.9
1325,Missouri,1993.0,29.0,0.0,1.0,0.0,0.0,1.0,34.0,22.0,14.0,0.0,0.0,36.0,163.0,37.0,197.0,18.8
1326,Montana,1993.0,25.0,7.0,2.0,0.0,0.0,9.0,50.0,13.0,8.0,0.0,0.0,21.0,100.0,30.0,150.0,20.0
1327,Nebraska*,1993.0,23.0,0.0,0.0,0.0,0.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,20.4
1328,Nevada,1993.0,12.0,3.0,2.0,0.0,0.0,5.0,21.0,9.0,3.0,0.0,0.0,12.0,42.0,17.0,63.0,27.0
1329,New Hampshire,1993.0,5.0,6.0,3.0,0.0,0.0,9.0,24.0,59.0,74.0,0.0,0.0,133.0,400.0,142.0,424.0,33.5
1330,New Jersey,1993.0,41.0,1.0,0.0,0.0,0.0,1.0,40.0,2.0,12.0,0.0,0.0,14.0,80.0,15.0,120.0,12.5
1331,New Mexico,1993.0,27.0,6.0,2.0,0.0,0.0,8.0,42.0,9.0,5.0,0.0,0.0,14.0,70.0,22.0,112.0,19.6
1332,New York,1993.0,33.0,7.0,1.0,0.0,0.0,8.0,61.0,21.0,6.0,0.0,0.0,27.0,150.0,35.0,211.0,16.6
1333,North Carolina,1993.0,30.0,6.0,1.0,0.0,0.0,7.0,50.0,15.0,9.0,0.0,0.0,24.0,120.0,31.0,170.0,18.2
1334,North Dakota,1993.0,35.0,5.0,3.0,0.0,0.0,8.0,49.0,8.0,8.0,0.0,0.0,16.0,98.0,24.0,147.0,16.3
1335,Ohio,1993.0,22.0,1.0,4.0,0.0,0.0,5.0,33.0,13.0,10.0,0.0,0.0,23.0,99.0,28.0,132.0,21.2
1336,Oklahoma,1993.0,47.0,5.0,1.0,0.0,0.0,6.0,48.0,4.0,3.0,0.0,0.0,7.0,101.0,13.0,149.0,8.7
1337,Oregon,1993.0,9.0,7.0,1.0,0.0,0.0,8.0,30.0,11.0,6.0,0.0,0.0,17.0,60.0,25.0,90.0,27.8
1338,Pennsylvania,1993.0,46.0,3.0,1.0,0.0,0.0,4.0,50.0,11.0,10.0,0.0,0.0,21.0,203.0,25.0,253.0,9.9
1339,Rhode Island,1993.0,14.0,9.0,2.0,0.0,0.0,11.0,50.0,18.0,8.0,0.0,0.0,26.0,100.0,37.0,150.0,24.7
1340,South Carolina,1993.0,40.0,2.0,1.0,0.0,0.0,3.0,46.0,10.0,9.0,0.0,0.0,19.0,124.0,22.0,170.0,12.9
1341,South Dakota,1993.0,25.0,6.0,1.0,0.0,0.0,7.0,35.0,3.0,11.0,0.0,0.0,14.0,70.0,21.0,105.0,20.0
1342,Tennessee,1993.0,43.0,2.0,1.0,0.0,0.0,3.0,33.0,8.0,5.0,0.0,0.0,13.0,99.0,16.0,132.0,12.1
1343,Texas,1993.0,36.0,2.0,2.0,0.0,0.0,4.0,31.0,18.0,7.0,0.0,0.0,25.0,150.0,29.0,181.0,16.0
1344,Utah,1993.0,39.0,1.0,1.0,0.0,0.0,2.0,29.0,4.0,8.0,0.0,0.0,12.0,75.0,14.0,104.0,13.5
1345,Vermont,1993.0,4.0,7.0,4.0,0.0,0.0,11.0,30.0,34.0,16.0,0.0,0.0,50.0,150.0,61.0,180.0,33.9
1346,Virginia,1993.0,42.0,3.0,1.0,0.0,0.0,4.0,40.0,10.0,3.0,0.0,0.0,13.0,100.0,17.0,140.0,12.1
1347,Washington,1993.0,1.0,14.0,4.0,0.0,0.0,18.0,49.0,26.0,14.0,0.0,0.0,40.0,98.0,58.0,147.0,39.5
1348,West Virginia,1993.0,34.0,4.0,1.0,0.0,0.0,5.0,34.0,14.0,3.0,0.0,0.0,17.0,100.0,22.0,134.0,16.4
1349,Wisconsin,1993.0,11.0,2.0,7.0,0.0,0.0,9.0,33.0,16.0,11.0,0.0,0.0,27.0,99.0,36.0,132.0,27.3
1350,Wyoming,1993.0,16.0,1.0,4.0,0.0,0.0,5.0,30.0,6.0,11.0,0.0,0.0,17.0,60.0,22.0,90.0,24.4
1351,Alabama,1992.0,50.0,0.0,1.0,0.0,0.0,1.0,35.0,7.0,0.0,0.0,0.0,7.0,105.0,8.0,140.0,5.7
1352,Alaska,1992.0,15.0,1.0,0.0,3.0,0.0,4.0,20.0,5.0,5.0,0.0,0.0,10.0,40.0,14.0,60.0,23.3
1353,Arizona,1992.0,1.0,4.0,4.0,0.0,0.0,8.0,30.0,10.0,13.0,0.0,0.0,23.0,60.0,31.0,90.0,34.4
1354,Arkansas,1992.0,46.0,1.0,0.0,0.0,0.0,1.0,35.0,7.0,2.0,0.0,0.0,9.0,100.0,10.0,135.0,7.4
1355,California,1992.0,25.0,3.0,2.0,0.0,0.0,5.0,40.0,10.0,7.0,0.0,0.0,17.0,80.0,22.0,120.0,18.3
1356,Colorado,1992.0,5.0,3.0,5.0,0.0,0.0,8.0,35.0,11.0,12.0,0.0,0.0,23.0,65.0,31.0,100.0,31.0
1357,Connecticut,1992.0,16.0,4.0,3.0,0.0,0.0,7.0,36.0,21.0,15.0,0.0,0.0,36.0,151.0,43.0,187.0,23.0
1358,Deleware,1992.0,37.0,3.0,1.0,0.0,0.0,4.0,21.0,1.0,3.0,0.0,0.0,4.0,41.0,8.0,62.0,12.9
1359,Florida,1992.0,21.0,8.0,2.0,0.0,0.0,10.0,40.0,11.0,9.0,0.0,0.0,20.0,120.0,30.0,160.0,18.8
1360,Georgia,1992.0,34.0,2.0,1.0,0.0,0.0,3.0,56.0,25.0,6.0,0.0,0.0,31.0,180.0,34.0,236.0,14.4
1361,Hawaii,1992.0,8.0,6.0,1.0,0.0,0.0,7.0,25.0,11.0,3.0,0.0,0.0,14.0,51.0,21.0,76.0,27.6
1362,Idaho,1992.0,7.0,10.0,2.0,0.0,0.0,12.0,42.0,10.0,14.0,0.0,0.0,24.0,84.0,36.0,126.0,28.6
1363,Illinois,1992.0,22.0,6.0,6.0,0.0,0.0,12.0,59.0,11.0,10.0,0.0,0.0,21.0,118.0,33.0,177.0,18.6
1364,Indiana,1992.0,26.0,7.0,5.0,0.0,0.0,12.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,26.0,150.0,17.3
1365,Iowa,1992.0,32.0,4.0,2.0,0.0,0.0,6.0,50.0,11.0,5.0,0.0,0.0,16.0,100.0,22.0,150.0,14.7
1366,Kansas,1992.0,9.0,5.0,4.0,0.0,0.0,9.0,40.0,18.0,18.0,0.0,0.0,36.0,125.0,45.0,165.0,27.3
1367,Kentucky,1992.0,49.0,1.0,0.0,0.0,0.0,1.0,38.0,3.0,4.0,0.0,0.0,7.0,100.0,8.0,138.0,5.8
1368,Louisiana,1992.0,47.0,1.0,0.0,0.0,0.0,1.0,39.0,7.0,2.0,0.0,0.0,9.0,105.0,10.0,144.0,6.9
1369,Maine,1992.0,3.0,6.0,6.0,0.0,0.0,12.0,35.0,33.0,15.0,0.0,0.0,48.0,151.0,60.0,186.0,32.3
1370,Maryland,1992.0,14.0,9.0,0.0,0.0,0.0,9.0,47.0,30.0,5.0,0.0,0.0,35.0,141.0,44.0,188.0,23.4
1371,Massachusetts,1992.0,23.0,3.0,3.0,0.0,0.0,6.0,40.0,23.0,8.0,0.0,0.0,31.0,160.0,37.0,200.0,18.5
1372,Michigan,1992.0,30.0,2.0,1.0,0.0,0.0,3.0,38.0,10.0,9.0,0.0,0.0,19.0,110.0,22.0,148.0,14.9
1373,Minnesota,1992.0,17.0,9.0,5.0,0.0,0.0,14.0,67.0,17.0,11.0,0.0,0.0,28.0,134.0,42.0,201.0,20.9
1374,Mississippi,1992.0,48.0,2.0,1.0,0.0,0.0,3.0,52.0,8.0,1.0,0.0,0.0,9.0,122.0,12.0,174.0,6.9
1375,Missouri,1992.0,28.0,1.0,1.0,0.0,0.0,2.0,34.0,21.0,8.0,0.0,0.0,29.0,163.0,31.0,197.0,15.7
1376,Montana,1992.0,19.0,7.0,1.0,0.0,0.0,8.0,50.0,18.0,5.0,0.0,0.0,23.0,100.0,31.0,150.0,20.7
1377,Nebraska*,1992.0,24.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,18.4
1378,Nevada,1992.0,20.0,2.0,2.0,0.0,0.0,4.0,21.0,6.0,2.0,0.0,0.0,8.0,42.0,12.0,63.0,19.0
1379,New Hampshire,1992.0,6.0,4.0,3.0,0.0,0.0,7.0,24.0,45.0,79.0,0.0,0.0,124.0,400.0,131.0,424.0,33.3
1380,New Jersey,1992.0,40.0,1.0,1.0,0.0,0.0,2.0,40.0,2.0,11.0,0.0,0.0,13.0,80.0,15.0,120.0,12.5
1381,New Mexico,1992.0,35.0,3.0,1.0,0.0,0.0,4.0,42.0,7.0,5.0,0.0,0.0,12.0,70.0,16.0,112.0,14.3
1382,New York,1992.0,38.0,5.0,1.0,0.0,0.0,6.0,61.0,17.0,4.0,0.0,0.0,21.0,150.0,27.0,211.0,12.8
1383,North Carolina,1992.0,31.0,4.0,1.0,0.0,0.0,5.0,50.0,13.0,7.0,0.0,0.0,20.0,120.0,25.0,170.0,14.7
1384,North Dakota,1992.0,33.0,3.0,3.0,0.0,0.0,6.0,53.0,8.0,9.0,0.0,0.0,17.0,106.0,23.0,159.0,14.5
1385,Ohio,1992.0,29.0,1.0,3.0,0.0,0.0,4.0,33.0,12.0,4.0,0.0,0.0,16.0,99.0,20.0,132.0,15.2
1386,Oklahoma,1992.0,45.0,5.0,0.0,0.0,0.0,5.0,48.0,5.0,3.0,0.0,0.0,8.0,101.0,13.0,149.0,8.7
1387,Oregon,1992.0,12.0,6.0,1.0,0.0,0.0,7.0,30.0,9.0,6.0,0.0,0.0,15.0,60.0,22.0,90.0,24.4
1388,Pennsylvania,1992.0,44.0,3.0,1.0,0.0,0.0,4.0,50.0,9.0,11.0,0.0,0.0,20.0,203.0,24.0,253.0,9.5
1389,Rhode Island,1992.0,27.0,7.0,2.0,0.0,0.0,9.0,50.0,11.0,5.0,0.0,0.0,16.0,100.0,25.0,150.0,16.7
1390,South Carolina,1992.0,36.0,1.0,1.0,0.0,0.0,2.0,46.0,13.0,7.0,0.0,0.0,20.0,124.0,22.0,170.0,12.9
1391,South Dakota,1992.0,10.0,9.0,2.0,0.0,0.0,11.0,35.0,5.0,10.0,0.0,0.0,15.0,70.0,26.0,105.0,24.8
1392,Tennessee,1992.0,43.0,2.0,1.0,0.0,0.0,3.0,33.0,5.0,7.0,0.0,0.0,12.0,99.0,15.0,132.0,11.4
1393,Texas,1992.0,39.0,3.0,1.0,0.0,0.0,4.0,31.0,13.0,6.0,0.0,0.0,19.0,150.0,23.0,181.0,12.7
1394,Utah,1992.0,42.0,2.0,1.0,0.0,0.0,3.0,29.0,4.0,5.0,0.0,0.0,9.0,75.0,12.0,104.0,11.5
1395,Vermont,1992.0,4.0,7.0,0.0,0.0,0.0,7.0,30.0,27.0,22.0,0.0,0.0,49.0,150.0,56.0,180.0,31.1
1396,Virginia,1992.0,41.0,3.0,1.0,0.0,0.0,4.0,40.0,10.0,3.0,0.0,0.0,13.0,100.0,17.0,140.0,12.1
1397,Washington,1992.0,2.0,7.0,5.0,0.0,0.0,12.0,49.0,23.0,13.0,0.0,0.0,36.0,98.0,48.0,147.0,32.7
1398,West Virginia,1992.0,17.0,5.0,1.0,0.0,0.0,6.0,34.0,16.0,6.0,0.0,0.0,22.0,100.0,28.0,134.0,20.9
1399,Wisconsin,1992.0,13.0,1.0,4.0,0.0,0.0,5.0,33.0,19.0,8.0,0.0,0.0,27.0,99.0,32.0,132.0,24.2
1400,Wyoming,1992.0,11.0,3.0,0.0,0.0,0.0,3.0,30.0,7.0,13.0,0.0,0.0,20.0,64.0,23.0,94.0,24.5
1401,Alabama,1991.0,48.0,0.0,1.0,0.0,0.0,1.0,35.0,7.0,0.0,0.0,0.0,7.0,105.0,8.0,140.0,5.7
1402,Alaska,1991.0,14.0,1.0,0.0,3.0,0.0,4.0,20.0,5.0,5.0,0.0,0.0,10.0,40.0,14.0,60.0,23.3
1403,Arizona,1991.0,1.0,4.0,4.0,0.0,0.0,8.0,30.0,10.0,13.0,0.0,0.0,23.0,60.0,31.0,90.0,34.4
1404,Arkansas,1991.0,46.0,1.0,0.0,0.0,0.0,1.0,35.0,7.0,2.0,0.0,0.0,9.0,100.0,10.0,135.0,7.4
1405,California,1991.0,25.0,3.0,2.0,0.0,0.0,5.0,40.0,9.0,7.0,0.0,0.0,16.0,80.0,21.0,120.0,17.5
1406,Colorado,1991.0,6.0,3.0,5.0,0.0,0.0,8.0,35.0,11.0,12.0,0.0,0.0,23.0,65.0,31.0,100.0,31.0
1407,Connecticut,1991.0,16.0,4.0,3.0,0.0,0.0,7.0,36.0,21.0,15.0,0.0,0.0,36.0,151.0,43.0,187.0,23.0
1408,Deleware,1991.0,37.0,3.0,1.0,0.0,0.0,4.0,21.0,1.0,3.0,0.0,0.0,4.0,41.0,8.0,62.0,12.9
1409,Florida,1991.0,22.0,8.0,2.0,0.0,0.0,10.0,40.0,11.0,9.0,0.0,0.0,20.0,120.0,30.0,160.0,18.8
1410,Georgia,1991.0,34.0,2.0,1.0,0.0,0.0,3.0,56.0,24.0,6.0,0.0,0.0,30.0,180.0,33.0,236.0,14.0
1411,Hawaii,1991.0,8.0,6.0,1.0,0.0,0.0,7.0,25.0,11.0,3.0,0.0,0.0,14.0,51.0,21.0,76.0,27.6
1412,Idaho,1991.0,7.0,10.0,2.0,0.0,0.0,12.0,42.0,10.0,14.0,0.0,0.0,24.0,84.0,36.0,126.0,28.6
1413,Illinois,1991.0,23.0,6.0,6.0,0.0,0.0,12.0,59.0,11.0,10.0,0.0,0.0,21.0,118.0,33.0,177.0,18.6
1414,Indiana,1991.0,26.0,7.0,5.0,0.0,0.0,12.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,26.0,150.0,17.3
1415,Iowa,1991.0,31.0,4.0,2.0,0.0,0.0,6.0,50.0,11.0,5.0,0.0,0.0,16.0,100.0,22.0,150.0,14.7
1416,Kansas,1991.0,9.0,5.0,4.0,0.0,0.0,9.0,40.0,17.0,18.0,0.0,0.0,35.0,125.0,44.0,165.0,26.7
1417,Kentucky,1991.0,49.0,1.0,0.0,0.0,0.0,1.0,38.0,2.0,4.0,0.0,0.0,6.0,100.0,7.0,138.0,5.1
1418,Louisiana,1991.0,50.0,1.0,0.0,0.0,0.0,1.0,39.0,3.0,0.0,0.0,0.0,3.0,105.0,4.0,144.0,2.8
1419,Maine,1991.0,2.0,6.0,6.0,0.0,0.0,12.0,35.0,34.0,15.0,0.0,0.0,49.0,151.0,61.0,186.0,32.8
1420,Maryland,1991.0,12.0,9.0,0.0,0.0,0.0,9.0,47.0,31.0,5.0,0.0,0.0,36.0,141.0,45.0,188.0,23.9
1421,Massachusetts,1991.0,21.0,3.0,4.0,0.0,0.0,7.0,40.0,23.0,8.0,0.0,0.0,31.0,160.0,38.0,200.0,19.0
1422,Michigan,1991.0,30.0,2.0,1.0,0.0,0.0,3.0,38.0,11.0,8.0,0.0,0.0,19.0,110.0,22.0,148.0,14.9
1423,Minnesota,1991.0,17.0,9.0,5.0,0.0,0.0,14.0,67.0,18.0,11.0,0.0,0.0,29.0,134.0,43.0,201.0,21.4
1424,Mississippi,1991.0,47.0,3.0,1.0,0.0,0.0,4.0,52.0,8.0,0.0,0.0,0.0,8.0,122.0,12.0,174.0,6.9
1425,Missouri,1991.0,27.0,1.0,1.0,0.0,0.0,2.0,34.0,22.0,8.0,0.0,0.0,30.0,163.0,32.0,197.0,16.2
1426,Montana,1991.0,19.0,7.0,1.0,0.0,0.0,8.0,50.0,18.0,5.0,0.0,0.0,23.0,100.0,31.0,150.0,20.7
1427,Nebraska*,1991.0,24.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,18.4
1428,Nevada,1991.0,20.0,2.0,2.0,0.0,0.0,4.0,21.0,6.0,2.0,0.0,0.0,8.0,42.0,12.0,63.0,19.0
1429,New Hampshire,1991.0,3.0,4.0,3.0,0.0,0.0,7.0,24.0,49.0,79.0,0.0,0.0,128.0,400.0,135.0,424.0,31.8
1430,New Jersey,1991.0,43.0,1.0,1.0,0.0,0.0,2.0,40.0,4.0,7.0,0.0,0.0,11.0,80.0,13.0,120.0,10.8
1431,New Mexico,1991.0,35.0,3.0,1.0,0.0,0.0,4.0,42.0,6.0,5.0,0.0,0.0,11.0,70.0,15.0,112.0,13.4
1432,New York,1991.0,36.0,5.0,1.0,0.0,0.0,6.0,61.0,18.0,4.0,0.0,0.0,22.0,150.0,28.0,211.0,13.3
1433,North Carolina,1991.0,32.0,4.0,1.0,0.0,0.0,5.0,50.0,13.0,7.0,0.0,0.0,20.0,120.0,25.0,170.0,14.7
1434,North Dakota,1991.0,33.0,3.0,3.0,0.0,0.0,6.0,53.0,8.0,9.0,0.0,0.0,17.0,106.0,23.0,159.0,14.5
1435,Ohio,1991.0,29.0,1.0,3.0,0.0,0.0,4.0,33.0,12.0,4.0,0.0,0.0,16.0,99.0,20.0,132.0,15.2
1436,Oklahoma,1991.0,45.0,5.0,0.0,0.0,0.0,5.0,48.0,5.0,3.0,0.0,0.0,8.0,101.0,13.0,149.0,8.7
1437,Oregon,1991.0,14.0,6.0,1.0,0.0,0.0,7.0,30.0,8.0,6.0,0.0,0.0,14.0,60.0,21.0,90.0,23.3
1438,Pennsylvania,1991.0,44.0,3.0,1.0,0.0,0.0,4.0,50.0,9.0,11.0,0.0,0.0,20.0,203.0,24.0,253.0,9.5
1439,Rhode Island,1991.0,28.0,6.0,2.0,0.0,0.0,8.0,50.0,11.0,5.0,0.0,0.0,16.0,100.0,24.0,150.0,16.0
1440,South Carolina,1991.0,42.0,1.0,1.0,0.0,0.0,2.0,46.0,12.0,5.0,0.0,0.0,17.0,124.0,19.0,170.0,11.2
1441,South Dakota,1991.0,10.0,9.0,2.0,0.0,0.0,11.0,35.0,5.0,10.0,0.0,0.0,15.0,70.0,26.0,105.0,24.8
